18:16:19.185 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:22.164 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 4044/666
18:16:22.164 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 4043/664
18:16:22.165 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2145/456
18:16:22.165 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 2144/455
18:16:22.165 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 6 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 1498/372
18:16:22.165 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 6 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 1497/371
18:16:22.182 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 8 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 3147/353
18:16:22.182 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 8 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 3147/353
18:16:22.182 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 9 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2831/348
18:16:22.182 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 9 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 2831/348
18:16:22.182 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.183 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-daily-20140419
18:16:22.185 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.185 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.185 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 10 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2869/634
18:16:22.186 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 1 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 472/472
18:16:22.186 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 12 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2425/563
18:16:22.186 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 3 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 295/295
18:16:22.187 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 14 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2140/543
18:16:22.187 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 5 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 347/347
18:16:22.188 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 14 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2170/574
18:16:22.188 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 5 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 433/433
18:16:22.188 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.189 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-full-20140418
18:16:22.197 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.197 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.198 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 16 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2521/711
18:16:22.198 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 467/296
18:16:22.200 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 18 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2355/652
18:16:22.200 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 745/240
18:16:22.201 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 19 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2251/638
18:16:22.201 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 5 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 673/269
18:16:22.201 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.222 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:22.225 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 4 local dumps of type DAILY: [wikidatawiki-daily-20140420, wikidatawiki-daily-20140419, wikidatawiki-daily-20140418, wikidatawiki-daily-20140417]
18:16:22.357 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-daily-20140420
18:16:22.359 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.359 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.361 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 2 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 1176/1176
18:16:22.361 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 2 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 1175/1175
18:16:22.380 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 4 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 5228/767
18:16:22.380 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 4 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 5228/766
18:16:22.381 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 6 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 3679/618
18:16:22.381 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 6 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 3679/617
18:16:22.386 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 8 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 3361/550
18:16:22.387 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 8 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 3361/550
18:16:22.390 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 10 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2909/511
18:16:22.391 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 10 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 2909/511
18:16:22.392 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 10 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 2936/521
18:16:22.392 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Processed 10 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 2935/521
18:16:22.393 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [all] Finished processing run.
18:16:22.423 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:22.426 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 1 local dumps of type FULL: [wikidatawiki-full-20140418]
18:16:22.460 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-full-20140418
18:16:22.461 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.461 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.461 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 151601/46910
18:16:22.461 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 169/169
18:16:22.461 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 75826/23480
18:16:22.461 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 109/109
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 6 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 50566/15669
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 6 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 88/89
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 8 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 37937/11765
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 8 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 79/79
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 9 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 33731/10466
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 9 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 79/79
18:16:22.462 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.666 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file Mock for WmfLocalDumpFile, hashCode: 1301352406
18:16:22.668 [main] ERROR o.w.w.d.MwRevisionDumpFileProcessor - Error when trying to process revision block for page "Q1" (namespace 0, id 32): org.wikidata.wdtk.dumpfiles.MwDumpFormatException: Unexpected element "unexpected" in revision.
18:16:22.673 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Trying to recover ...
18:16:22.673 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - ... recovery successful. Continuing processing.
18:16:22.731 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:22.766 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 1 local dumps of type CURRENT: [wikidatawiki-current-20140418]
18:16:22.857 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 4 local dumps of type DAILY: [wikidatawiki-daily-20140420, wikidatawiki-daily-20140419, wikidatawiki-daily-20140418, wikidatawiki-daily-20140417]
18:16:22.858 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 3 relevant dumps to process:
 * wikidatawiki-daily-20140420
 * wikidatawiki-daily-20140419
 * wikidatawiki-current-20140418
18:16:22.860 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-daily-20140420
18:16:22.869 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.869 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.878 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 359541/131588
18:16:22.878 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 2 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 4446/382
18:16:22.878 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 3 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 239729/87761
18:16:22.878 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 3 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 2999/290
18:16:22.878 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.879 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-daily-20140419
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 180275/66299
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 1 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 304/304
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 4 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 180315/66339
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 1 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 464/464
18:16:22.880 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.881 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file wikidatawiki-current-20140418
18:16:22.882 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Starting processing run for "Wikidata Toolkit Test" (http://example.org/wiki/Main_Page).
18:16:22.882 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Namespaces: {-1=Special, 0=, -2=Media, 1=Talk, 120=Property, 121=Property talk, 1198=Translations, 1199=Translations talk}
18:16:22.882 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 5 revisions (total) in 0s (wall)/0s (cpu). Time per revision (mics): 144645/53464
18:16:22.882 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Processed 1 revisions (current run) in 0s (wall)/0s (cpu). Time per revision (mics): 459/459
18:16:22.882 [main] INFO  o.w.w.d.StatisticsMwRevisionProcessor - [stats] Finished processing run.
18:16:22.905 [main] INFO  o.w.w.d.MwRevisionDumpFileProcessor - Processing revision dump file Mock for WmfLocalDumpFile, hashCode: 640113647
18:16:22.914 [main] ERROR o.w.w.d.MwRevisionDumpFileProcessor - javax.xml.stream.XMLStreamException: ParseError at [row,col]:[40,27]
Message: XML document structures must start and end within the same entity.
18:16:22.916 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "test.sql.gz". Defaulting to YYYYMMDD.
18:16:22.916 [main] ERROR o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not access local dump file: java.io.IOException: Cannot write to "/nonexisting-directory" since we are in read-only mode.
18:16:22.916 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "non-existing-file.json.gz". Defaulting to YYYYMMDD.
18:16:22.917 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "non-existing-dump-file.json.gz". Defaulting to YYYYMMDD.
18:16:22.921 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "current-dump.xml.bz2". Defaulting to YYYYMMDD.
18:16:22.935 [main] WARN  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess type of the dump file "current-dump". Defaulting to json.gz.
18:16:22.935 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "current-dump". Defaulting to YYYYMMDD.
18:16:22.936 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "test.xml.bz2". Defaulting to YYYYMMDD.
18:16:22.936 [main] INFO  o.w.wdtk.dumpfiles.MwLocalDumpFile - Could not guess date of the dump file "daily-dump.xml.bz2". Defaulting to YYYYMMDD.
18:16:22.948 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:22.948 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 1 local dumps of type SITES: [wikidatawiki-sites-20140420]
18:16:22.963 [main] INFO  o.w.w.d.MwSitesDumpFileProcessor - Processing sites dump file wikidatawiki-sites-20140420
18:16:23.081 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:23.082 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 2 local dumps of type FULL: [wikidatawiki-full-20140220, wikidatawiki-full-20140205]
18:16:23.101 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:23.102 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 2 local dumps of type DAILY: [wikidatawiki-daily-20140220, wikidatawiki-daily-20140205]
18:16:23.109 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:23.111 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 2 local dumps of type CURRENT: [wikidatawiki-current-20140220, wikidatawiki-current-20140205]
18:16:23.151 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:23.152 [main] ERROR o.w.w.d.wmf.WmfDumpFileManager - Incomplete local dump file data. Maybe delete [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki/daily-20140215 to attempt fresh download.
18:16:23.152 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 2 local dumps of type DAILY: [wikidatawiki-daily-20140220, wikidatawiki-daily-20140205]
18:16:23.157 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 14 online dumps of type DAILY: [wikidatawiki-daily-20140221, wikidatawiki-daily-20140220, wikidatawiki-daily-20140219, wikidatawiki-daily-20140218, wikidatawiki-daily-20140217, wikidatawiki-daily-20140216, wikidatawiki-daily-20140215, wikidatawiki-daily-20140214, wikidatawiki-daily-20140213, wikidatawiki-daily-20140212, wikidatawiki-daily-20140211, wikidatawiki-daily-20140210, wikidatawiki-daily-20140209, wikidatawiki-daily-20140208]
18:16:23.171 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Using download directory [mocked directory] /scratch/dginelli/workspace/repairnator-repairnator-experiments-Wikidata-Wikidata-Toolkit-374912266-20180504-162735-firstCommit/wdtk-dumpfiles/dumpfiles/wikidatawiki
18:16:23.171 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 0 local dumps of type CURRENT: []
18:16:23.183 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 4 online dumps of type CURRENT: [wikidatawiki-current-20140210, wikidatawiki-current-20140123, wikidatawiki-current-20140106, wikidatawiki-current-20131221]
18:16:23.183 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 2 local dumps of type DAILY: [wikidatawiki-daily-20140220, wikidatawiki-daily-20140205]
18:16:23.184 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 14 online dumps of type DAILY: [wikidatawiki-daily-20140221, wikidatawiki-daily-20140220, wikidatawiki-daily-20140219, wikidatawiki-daily-20140218, wikidatawiki-daily-20140217, wikidatawiki-daily-20140216, wikidatawiki-daily-20140215, wikidatawiki-daily-20140214, wikidatawiki-daily-20140213, wikidatawiki-daily-20140212, wikidatawiki-daily-20140211, wikidatawiki-daily-20140210, wikidatawiki-daily-20140209, wikidatawiki-daily-20140208]
18:16:23.184 [main] INFO  o.w.w.d.wmf.WmfDumpFileManager - Found 12 relevant dumps to process:
 * wikidatawiki-daily-20140221
 * wikidatawiki-daily-20140220
 * wikidatawiki-daily-20140219
 * wikidatawiki-daily-20140218
 * wikidatawiki-daily-20140217
 * wikidatawiki-daily-20140216
 * wikidatawiki-daily-20140215
